question,answer
云南、广西、陕西交强险费率浮动说明,"您好，云南、广西、陕西地区交强险费率浮动比率如下：

A1：上一个年度未发生有责任道路交通事故，浮动比率-25%；
A2：上两个年度未发生有责任道路交通事故，浮动比率-35%；
A3：上三个年度未发生有责任道路交通事故，浮动比率-45%；
A4：上一个年度发生一次有责任不涉及死亡的道路交通事故，浮动比率0%；
A5：上一个年度发生两次有责任不涉及死亡的道路交通事故，浮动比率10%；
A6：上一个年度发生有责任道路交通死亡事故，浮动比率30%。

★温馨提醒：
部分地区还受到道路交通安全违法行为影响，详细可向当地承保部门咨询。"
会员中心入口,您好，您可通过APP底部→我的→ 会员中心 ，即可进入。
保单状态说明,"您好，关于保单的几种状态说明：

1、显示“已保障”：本保单在保险期限内，保单处于生效状态；
2、显示“未起保”：本保单已购买，但保单尚未生效；
3、显示“已失效”：本保单已过保险期限，保单已失效，不承担保险责任；
4、显示“已退保”：本保单已注销，不承担保险责任。"
兑换专区商品退换说明,"您好，关于兑换专区商品退换的问题：

1、目前商城不支持换货，仅支持退货，如因买家原因导致的退货所产生的运费，由买家承担； 
2、若您收到商品后不满意或想退货，必须确保商品外包装齐全，且无使用，配套物件完整。在收到商品7天内联系客服，并提交退换货申请。

★温馨提醒： 
收到商品后7天内可进行退换货，如因质量问题，在15天以内可换货（不可退货），超出15天，且未过保修期可申请售后维修。"
车险理赔信息查询,您好，您可进入APP首页→ 办理赔/报保险?→赔案查询，即可查看您的案件详情哦。★温馨提醒：1、平安好车主APP为您提供近两年内在平安投保的车险保单信息查询；2、团体（企业）名义投保的车险，请下载 企业宝 查询。
无法在线退保的处理方式,您好，您可点击 门店预约 →预约服务→办理车险/非车险业务→办理退保，根据页面提示预约，预约成功后会有专人与您联系。
加油码延期说明,您好，投保车险或参加活动的加油码是保险公司给到您的服务的方式，需在有效期内使用。
无法查询,
退保,
如何查询保单,"您好，您可点击 查保单 ，即可查询保单信息。

★温馨提醒：
1、平安好车主保单同步存在延迟，若您刚投保成功，需等待10分钟后查询；
2、需投保人实名认证后查询；
3、团体（企业）名义购买，请下载 企业宝 查询。"
APP账户认证未通过如何处理,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
车险洗车券费用说明,您好，因洗车券来源不同，故费用也可能有差异。有的洗车券无需任何费用，也有部分洗车券是用积分兑换获得，目前无法获取您的洗车券来源信息，具体详情您可点击 我的卡券 进行查阅。
能否删除卡券,您好，为了维护您的权益，避免用户误操作，不支持自主删除卡券。
如何续保车险,您好，若您需要续保车险，您可点击 一键续保 页面进行续保。
理赔员信息查询,"您好，如您已报案成功，您可通过APP首页→ 办理赔/报保险 →车险理赔/非车险理赔→赔案查询，即可查询案件理赔员信息。

★温馨提醒：
若未报案，则无法查询理赔员信息，可先在APP上进行报案。"
如何查看退保进度,您好，您可通过APP首页→ 查保单 →选择已申请退保的保单→点击保单列表下方查看退保进度。
信用卡如何激活,"您好，您在收到卡片后，信封里有详细的指导流程。按银监会规定，银行工作人员必须亲见到客户本人。您可前往平安银行网点进行预约；也可预约工作人员上门为您服务。

★温馨提醒：
信用卡预约上门激活的方式：
1、搜索微信公众号【平安银行信用卡】→办卡*福利→激活*绑卡→立即激活卡片→输入身份证→输入手机号&验证码→选择预约上门激活→录入预约信息→提交；
2、口袋银行：点击卡片激活→ 选择需激活卡片→预约上门激活→填写手机验证码→录入预约信息→提交→预约成功。"
系统显示待修改是什么意思,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
车辆中心进入途径,您好，您可通过APP底部→我的→ 我的爱车 ，即可进入车辆中心。
车险理赔对保费的影响,您好，理赔对保费优惠的影响是根据出险次数、车型、保险公司风险评价等因素确定的（零结案、未决案件除外），一般来说出险次数越多，对来年的保费影响越大。
话费充值失败已扣款,您好，充值失败时费用会原路返回，如果有使用卡券也会退回您账户中，您可以换个时段再来充值。若有任何疑问您可以拨打合作商家客服电话反馈，杭州润升：0571-87022641或4006618993，湖北宽通：4001561880。
到账时效,
车辆故障咨询,您好，通过您的描述目前无法为您判断车辆故障的原因及应对情况，为了保障安全，建议您联系维修站处理。
订单审核未通过,您好，订单提交后会有专人24小时内，电话联系您核实订单事宜，您也可联系您的专属客户经理处理。
车险理赔对修车地点的要求,您好，我司并未指定车辆维修地点，您可以自主选择有维修资质的维修厂。但因每个修理厂标准不同，可能会与您的定损金额产生差价。为保障您的权益，建议您前往平安推荐的合作维修厂维修，从而获取足额保质的维修承诺权益。
年检能否预约当天,您好，年检预约时间具体以页面选择为准，您可通过APP底部→享服务→ 年检代办 →预约下单→检测日期操作查询。
商城订单中产品有质量问题,您好，若商城中的产品有质量问题，可点击订单详情页面“联系商家”按钮，进行退款退货处理。
如何更换救援地点,"您好，更换救援地点的方式如下：

1、若订单还未提交，您可返回重新修改救援地址；
2、若订单生成后需调整地址，可在救援师傅联系时告知需救援的准确地址。"
咨询贷款,您好，若需咨询贷款，可通过APP首页→更多→金融服务→ 车主贷 ，输入相关的个人信息，即可参与贷款。
钱包验证,您好，通过开通车主钱包绑定银行卡，确定账号用户身份，可在平安好车主底部→我的→ 我的钱包 中完成绑定。
活动礼品的配送进度,您好，活动奖品都是由后台工作人员核实后寄出的，暂时无法为您获取到相关信息，若您需要可输入“转人工”，由人工客服为您反馈核实。
福利与承诺的不符,"您好，若收到的福利与承诺不符，可按照以下方式操作：

车险福利：联系专属客户经理反馈处理；
APP福利：可在下方问题描述中填写：订单编号、手机号、相关卡券及问题，并上传活动页面截图，提交专员核实处理。"
